,abs_acc
0,10.030348622426782
1,9.990855410351712
2,9.991407532915511
3,9.927567653672074
4,9.856248182959042
5,9.837774241780817
6,9.872756290085285
7,9.88742922270321
8,9.903947244372073
9,9.952709402808557
10,9.980870310345662
11,9.965880538352776
12,9.948428834608773
13,9.972997510309774
14,9.901872442388633
15,9.85009855696784
16,9.78519653337411
17,9.790626130928562
18,9.800416406105796
19,9.810917792050457
20,9.8981771613787
21,9.909484123570515
22,9.9626257847269
23,10.03566763218385
24,10.070386189961669
25,9.911211653925164
26,9.675977663818216
27,9.466045671699918
28,9.458119888847135
29,9.597378948872406
30,9.713227195429162
31,10.146620090429167
32,10.448095106945694
33,10.273025572515389
34,10.126825328794185
35,9.957312725688986
36,9.67116660120102
37,9.443840055065753
38,9.423047369879901
39,9.642581532556454
40,9.996908758586127
41,10.450313568746626
42,10.828231104900375
43,10.990220201757968
44,11.013886543038346
45,11.363429339084277
46,11.475586629290246
47,11.11025207060495
48,10.75490623408289
49,10.585716642458074
50,10.516524802744348
51,10.189812763856631
52,9.742140892745661
53,9.715171577100886
54,9.599652095555124
55,9.216459047621766
56,8.85939766187527
57,8.565107569516476
58,8.508481073824072
59,8.667171444825552
60,9.113383719793829
61,9.662214702163856
62,10.273848644207574
63,10.818733177123649
64,11.373159456116648
65,11.496067528442087
66,11.240417434454159
67,10.791649127084458
68,10.553719703546676
69,10.535984389420165
70,10.22617174590259
71,9.676959761925737
72,9.14434600532707
73,8.992039742028608
74,8.738900942313528
75,8.468452705305484
76,8.12123637212787
77,8.093305570805422
78,8.618389873990814
79,9.449762756770498
80,10.318637114334239
81,10.864982522928889
82,11.283989200970597
83,11.630183668453236
84,11.875353823110892
85,12.044728228769916
86,12.04856071281991
87,11.49844507309105
88,10.689226450544984
89,10.017410747085925
90,9.54803792654491
91,9.059222974633418
92,8.70823439033752
93,8.464002567149192
94,8.098734536458283
95,8.103267202374996
96,8.879779171458608
97,9.814647410506836
98,10.006176754216263
99,10.268859828976922
100,10.543755143749769
101,10.773222016822025
102,10.990704849606292
103,11.104191117928245
104,11.163153501448198
105,10.672146664814825
106,10.096019675336883
107,9.954912095152814
108,9.697276121378199
109,9.432172742626285
110,9.206984410812868
111,8.866415660406458
112,8.566390864871815
113,8.610136242024549
114,8.678419361476788
115,9.115285241650021
116,9.69177196904563
117,10.05017598619986
118,10.294481573198922
119,10.57060956461637
120,11.06953541740927
121,11.227071983804535
122,11.317420965424624
123,11.628215524034472
124,11.565558248819885
125,10.98366558786902
126,10.324543990592462
127,9.761764055985255
128,9.509630469964842
129,9.415359682936879
130,9.12800473237278
131,9.012130288247487
132,8.859751978512417
133,8.554286539704652
134,8.43464752020727
135,8.611914744847404
136,9.098221166698197
137,9.675782055067135
138,10.190867721491454
139,10.685049347127086
140,11.245572898543706
141,11.709251731306166
142,11.741960177968364
143,11.408707478296714
144,11.064893594389753
145,10.75371067991533
146,10.317748618402144
147,9.591493670016444
148,8.871620699502127
149,8.26130522347696
150,8.080691002248637
151,8.233360092185404
152,8.36231866764575
153,8.724277036300226
154,9.473390118150185
155,10.149091671639178
156,10.451128176628592
157,10.912812273130818
158,11.335899182238144
159,11.474363103879634
160,11.77804680776391
161,12.096156622569588
162,11.67635140858442
163,10.912746622788175
164,10.254459109768852
165,9.958170659836268
166,9.720013456793684
167,9.37051870420774
168,9.152130452479303
169,8.59375179948503
170,7.928814979740626
171,7.791704716978089
172,8.245833387445876
173,8.884309521931131
174,9.594183814312531
175,10.220793727271126
176,10.565718341827658
177,11.118610957051281
178,11.687328595317599
179,11.607797819212877
180,11.056568299921672
181,10.63402838031742
182,10.486199660853693
183,10.077880023989106
184,9.839542046404793
185,9.798296039126903
186,9.499165075850502
187,8.901943619964173
188,8.39344350577473
189,8.382092976905856
190,8.84250944445246
191,9.46238829649044
192,10.127738711341065
193,10.598510307949727
194,10.636152225573866
195,10.691012054140884
196,11.009455844766842
197,11.482459016530326
198,11.719658575338288
199,11.149587909759958
200,10.655795348022654
201,10.558360932831944
202,10.295532089963869
203,9.80883805022986
204,9.515470981868667
205,9.314557026896228
206,8.718255945824387
207,8.09792336246119
208,8.022908637788136
209,8.396160347210305
210,8.934451223317732
211,9.662286763742186
212,10.488966370885075
213,10.962841887793202
214,11.094869486920782
215,11.444100415763732
216,12.105531598091787
217,11.873194542504937
218,11.081243534745589
219,10.594847101953679
220,10.070038711369975
221,9.308630867224341
222,8.869980900287592
223,8.75299900461084
224,8.826035404039397
225,8.910097547970821
226,8.721762842276537
227,8.571155913276595
228,8.840044154846572
229,9.237698164996061
230,9.683444104268753
231,10.147209066372541
232,10.38915501977632
233,10.6337337853262
234,10.859223359844355
235,10.963220937765785
236,11.107505077661346
237,10.973315271642688
238,10.614570062414598
239,10.399347219955315
240,10.353092748761256
241,10.061714144297836
242,9.637499010184195
243,9.458213256653758
244,9.436869157039167
245,9.131511542459172
246,8.65781837792382
247,8.573719056018328
248,8.904833878772708
249,9.350088366788542
250,9.915134862442548
251,10.490671905100248
252,10.895956208842188
253,11.022637878266872
254,11.085182517920636
255,11.267574968536625
256,11.306908733835503
257,11.073846508373492
258,10.747917205504416
259,10.303343232209247
260,9.683715357979837
261,9.00765621098119
262,8.579694078809299
263,8.52885823257316
264,8.68399514230509
265,8.8679281987722
266,8.96396591475205
267,9.236283800385213
268,9.551292444609654
269,9.722060432347526
270,9.899947859750357
271,10.149926651990784
272,10.510278728735653
273,10.93378458289149
274,11.508162611573997
275,11.892421647240885
276,11.477814483844268
277,10.730957817119346
278,10.244223219256192
279,10.01071262251988
280,9.834945756877447
281,9.552505829892219
282,9.620559046816211
283,9.686928145784949
284,9.31326274326678
285,8.80439272738621
286,8.545061802252954
287,8.65698930066347
288,8.884074928393904
289,9.267621514830783
290,9.75320230024601
291,10.3612346960413
292,10.888124818307288
293,11.435831034829748
294,11.822495900344704
295,11.839192702938366
296,11.325346501895948
297,10.988924533092787
298,10.837594153721938
299,10.268077185174217
300,9.267978068327228
301,8.560424964479136
302,8.17568495197849
303,7.99007585536904
304,7.98615675602068
305,8.364061612570021
306,9.160105385973456
307,10.005536224033806
308,10.643377602820374
309,11.215146157728723
310,11.635681161167183
311,11.847256902060288
312,11.850078538291996
313,11.852294333002584
314,11.31493324638491
315,10.6236686927672
316,10.118911298401198
317,9.672218746605354
318,9.387424354985978
319,9.184535947837794
320,8.791374752551995
321,8.196837809643094
322,7.894420932083239
323,8.180514144326684
324,8.687433289973045
325,9.4281866200102
326,10.06870126334517
327,10.701862110000503
328,11.114220830163418
329,11.190543324490497
330,10.994649613139705
331,10.77645275451506
332,10.587421858490833
333,10.518126786726906
334,10.861885406825168
335,10.835844452488928
336,10.25719828367593
337,9.493727010902983
338,8.701823187407431
339,8.131553735008131
340,7.855549766024327
341,7.937123677058079
342,8.33532633013474
343,9.043072211033008
344,9.993724999961481
345,11.052278636011504
346,11.750030572856518
347,11.913928889547794
348,11.971759497000043
349,11.826887526002958
350,11.660808767654457
351,11.279856647474631
352,10.74647614420327
353,10.183247393012062
354,9.60040210703543
355,9.259370426408152
356,8.964908003366688
357,8.78239401969731
358,8.688313890607297
359,8.40617991122289
360,7.978755006920202
361,7.919414131431901
362,8.29107039627166
363,9.066381569410039
364,9.903450798242293
365,10.784167163313843
366,11.599464843280266
367,12.184038639175341
368,11.985860830352932
369,11.659896109885306
370,11.009595596286195
371,10.64878877973646
372,10.360691532413764
373,9.796640149286622
374,9.218704592162965
375,8.75897556075335
376,8.539444547746362
377,8.491507246929833
378,8.430482333208488
379,8.495929732644203
380,8.840965557102782
381,9.498524648240101
382,10.496285949761825
383,11.408238497378447
384,11.708709891380478
385,11.840250579169197
386,12.026660191655273
387,11.949157844442716
388,11.379071745586597
389,10.613575627506368
390,9.969146189787034
391,9.577261633846147
392,9.349241226097954
393,9.208376862946373
394,9.225943091903506
395,9.044939906940954
396,8.630735749388696
397,8.233558575470111
398,8.359796293499766
399,8.692565730733381
400,9.31306897347811
401,9.972281292969898
402,10.557639004558181
403,11.251792573666904
404,11.837621232884626
405,11.83284179732536
406,11.522414822790317
407,11.233276780738212
408,10.795182935385839
409,10.05466827811145
410,9.378287533547308
411,8.985833563290955
412,8.616527085529775
413,8.400253261352695
414,8.258507410413184
415,8.459794986058517
416,8.950900958060585
417,9.62107022562943
418,10.199613312750476
419,10.789869725946083
420,11.243448726060691
421,11.319301413011425
422,11.215610773362055
423,11.207523216647791
424,11.349427414736434
425,11.09357846365838
426,10.374800976611208
427,9.743482174093982
428,9.506914427008272
429,9.440082378423666
430,9.458231176970646
431,9.774844660830869
432,9.955725846879494
433,9.600239355029869
434,9.015844858406481
435,8.627951597112338
436,8.604570486646058
437,8.860911942425247
438,9.376971993320154
439,9.869147553375347
440,10.22768478034969
441,10.543883863368018
442,10.920867860243922
443,11.184584756110684
444,11.147696206054892
445,10.895477264130202
446,10.747027068484694
447,10.480348588935843
448,10.09272966660951
449,9.72878474933406
450,9.393593255423871
451,9.221003236181417
452,9.160453931077795
453,9.012587867279327
454,8.84434772246637
455,8.97580831919839
456,9.291004157636985
457,9.625395712750446
458,9.93791440235183
459,10.296690315585588
460,10.630178351311352
461,10.826726964155355
462,10.877035687512626
463,10.965560348161016
464,11.108779914226485
465,11.238383951795004
466,10.98252610142564
467,10.50733117680512
468,9.87982420851385
469,9.368393653132182
470,9.232584484546797
471,9.35743881589832
472,9.361078260064113
473,9.543493985040651
474,10.206639076519428
475,10.42735432919921
476,9.943768413748801
477,9.564733554217849
478,9.437852477541398
479,9.247601837701513
480,9.157843064063595
481,9.396359788401307
482,9.722380089364943
483,9.942287658706276
484,10.117015250063984
485,10.521378986228225
486,10.802665492238273
487,10.820711668191567
488,10.910879049302176
489,10.64444899110194
490,10.114354937269704
491,9.775629867871942
492,9.438330335704167
493,9.26094140542663
494,9.131643684759874
495,9.065400490219599
496,9.366800338516954
497,9.591831616862306
498,9.661242310112963
499,9.699678540712847
500,9.729832009868863
501,9.78299117564316
502,9.8387164649726
503,9.998987616220521
504,10.399178131961142
505,10.659073367555958
506,10.791825576276056
507,11.145969994991274
508,11.430090856901973
509,11.369986628233193
510,11.153867213869498
511,10.484019700079664
512,9.803711643669457
513,9.306965714218537
514,9.174271675262716
515,9.23762083326326
516,9.737534759858162
517,10.143852192845971
518,10.08730160516047
519,9.806504366544326
520,9.574744686987323
521,9.425213023771361
522,9.407579427429322
523,9.456935679943106
524,9.545918309217164
525,9.81937810510668
526,10.182769082445855
527,10.263936104594165
528,10.201196626687485
529,10.319458431216926
530,10.451622557478144
531,10.33160853984558
532,10.19108800164116
533,10.060073035778107
534,9.826698075879905
535,9.89110153623185
536,9.991979485759783
537,9.761473989457937
538,9.557906750929684
539,9.374610821832226
540,9.29212476168982
541,9.478849531620304
542,9.695266857889182
543,9.6185013367878
544,9.595071029762913
545,9.691643710649842
546,9.891085325221502
547,10.122865750345488
548,10.300783293705422
549,10.351432085956192
550,10.334700949695833
551,10.50172128492611
552,10.727832713277678
553,10.957215275808394
554,10.916863867095163
555,10.50600948348286
556,9.947472548666854
557,9.415186306756222
558,9.35795911896433
559,9.45940823851307
560,9.415815755541324
561,9.213733318618084
562,9.254219311887345
563,9.611286168510901
564,9.812195951210315
565,9.75060437801368
566,9.705907499276204
567,9.793240046646181
568,9.767139310332258
569,9.803705600649002
570,10.165694500049337
571,10.511146400031608
572,10.520721697413046
573,10.63258118524854
574,10.900027734069912
575,10.843595861523669
576,10.454915821458854
577,10.209706169837713
578,10.14661053456676
579,9.938336190005122
580,9.959975625930197
581,9.844790933103338
582,9.451908159091715
583,9.220857428330348
584,9.055444573387641
585,9.02234316785405
586,9.22525010086854
587,9.380098656207965
588,9.411996313104279
589,9.522870812930426
590,9.685064226188015
591,9.973213815769945
592,10.407026073566467
593,10.672631997743245
594,10.776602235119197
595,10.999607027014477
596,11.18336178617319
597,11.1213566664822
598,10.885820604341609
599,10.367996440679367
600,9.583464154587615
601,9.602994199425881
602,9.8231391040207
603,9.801475050666793
604,9.634811637627147
605,9.544361221256766
606,9.358407419398244
607,9.310549525374366
608,9.22166510894711
609,9.290271132083252
610,9.505541973557717
611,9.677275712609882
612,9.67032992086456
613,9.82838458433812
614,10.101339143858421
615,10.455325802948693
616,10.779041973295051
617,11.015330200185511
618,11.298733677653138
619,11.334039213564193
620,10.724614316690726
621,10.28062552478751
622,9.956350257429525
623,9.624087420179208
624,9.342105325379604
625,9.075359325554464
626,9.071224690859983
627,9.285101004960259
628,9.36347432039873
629,9.269831953685541
630,9.376290951168915
631,9.470179476238949
632,9.60094913566702
633,9.862923950975318
634,10.208041875472604
635,10.408522502357966
636,10.456178454091573
637,10.665138511571197
638,10.99315621655131
639,11.327677313782111
640,11.274173387010961
641,10.879098433068682
642,10.036773720628537
643,9.732326658611354
644,9.833590656877725
645,9.756272167930263
