,abs_acc
0,9.986866601575322
1,10.026962909394438
2,9.937192146684117
3,9.88144763363596
4,9.867153792438414
5,9.84087585599845
6,9.885265692443838
7,9.936669321158973
8,9.963772388312135
9,9.974553686505711
10,9.937477642762998
11,9.865125143587097
12,9.817529514134453
13,9.784067245882193
14,9.79480038847752
15,9.851972070882638
16,9.876293529899115
17,9.861640588289179
18,9.839561371789655
19,9.803383444517696
20,9.831380733309542
21,9.784771925907192
22,9.820135534449083
23,9.98954279890671
24,10.092219368188017
25,10.147294287736454
26,10.312318970255426
27,10.409539573710516
28,10.228779416891078
29,9.783147208164234
30,9.335262165722849
31,9.229682587527243
32,9.37188980713434
33,9.545314049293195
34,9.76297353944363
35,10.078062342466456
36,10.54858328722269
37,10.999283248311757
38,11.151802295549837
39,10.964058916115322
40,10.817861090941335
41,10.902986585699203
42,10.971243752922184
43,11.052886259446671
44,10.934550795952337
45,9.978935178866761
46,8.914809594141026
47,8.41732625679927
48,8.44727992628179
49,8.739270622009185
50,9.28970354968969
51,9.67520063343127
52,9.6345902084816
53,9.334008197151128
54,9.085949182943558
55,9.175633865930942
56,9.521551079233145
57,9.870353112255362
58,10.174297641221338
59,10.449898215872915
60,10.914717508629403
61,11.607727839130478
62,11.757860408686652
63,11.642899777673653
64,11.499963772156228
65,10.967768987678255
66,10.383676564558378
67,9.740636734534124
68,9.056680576655648
69,8.717670905104143
70,8.612221753739588
71,8.63209657412003
72,8.811663918271286
73,8.73136984362847
74,8.381530364187391
75,8.462250257292231
76,9.007477198335252
77,9.488639401356174
78,9.881706035048046
79,10.422270072368688
80,11.141762251197845
81,11.768390195513534
82,12.17374458898623
83,12.091492977906276
84,11.58899270442203
85,11.123037441157182
86,10.642611376383709
87,9.996031179227124
88,9.322263588491142
89,8.830639237220872
90,8.834979796695622
91,8.966558483216494
92,8.864590224468685
93,8.81719004924968
94,8.776498948942548
95,8.741878436587013
96,8.762601318976813
97,9.106205060171648
98,9.675779533558712
99,10.164827953423535
100,10.95578766511789
101,12.022454638089679
102,12.727563642835188
103,12.73502635975035
104,11.910823637069285
105,10.718994804838891
106,9.835704835848594
107,9.309151681368817
108,8.95617701592756
109,8.977373708585889
110,9.112396857243121
111,8.809523582766566
112,8.176057071322859
113,8.006097399176307
114,8.285354820968088
115,8.558052936408977
116,9.109932103725473
117,9.753745763751985
118,10.295484129685855
119,10.925525347080004
120,11.769116798622044
121,12.55414934227166
122,12.68008022325866
123,11.766410289589274
124,10.860457715530403
125,10.409784246462724
126,9.791158623828911
127,9.1815680691768
128,8.66465846068254
129,8.575127024522343
130,8.401195190881687
131,8.251678146018115
132,8.267074121303239
133,8.43843352283935
134,8.728716465569105
135,9.29095860087395
136,10.112415992264756
137,10.763897794593301
138,11.393780029055872
139,12.430112408388567
140,13.41004350850131
141,13.63805951271566
142,12.73255847154435
143,11.148905984399786
144,9.46609779540807
145,8.600898248013594
146,8.328022557732933
147,8.464415073240714
148,8.569383886071153
149,8.344090916536517
150,7.999634382856542
151,7.849125644416258
152,8.034795939953163
153,8.499818340170313
154,9.37439284382702
155,10.296970163112865
156,10.964018549524194
157,11.525964611451325
158,12.124845919048152
159,12.59139076281132
160,12.269812007651442
161,11.06813606242305
162,10.010140046230992
163,9.688302430428847
164,9.482221474844593
165,9.334553598183534
166,9.049022610495154
167,9.422146924932555
168,9.576345502590517
169,9.186322381488258
170,8.912590035446144
171,8.620389966793763
172,8.588918379234899
173,8.851489427805328
174,9.335540263875776
175,9.94280607529201
176,10.619157330655915
177,11.669510303631968
178,12.887932170369501
179,13.360364009926698
180,12.882295461470015
181,11.911690115593808
182,10.873729691893502
183,9.697926288187947
184,8.763923206958038
185,8.344560726773539
186,8.334155925385778
187,8.210093246330809
188,7.915441791154707
189,7.833597564993078
190,8.032919490184348
191,8.28563302494952
192,8.690279221825902
193,9.386108734662827
194,10.231464303655217
195,11.222784867491542
196,12.045887003636283
197,12.230099393627246
198,12.371698749861496
199,12.328774740913854
200,11.959167778678374
201,11.004478613492402
202,10.136208012411414
203,9.842548947535352
204,9.8968492188745
205,9.734612533635868
206,9.24663222072912
207,8.509411925249672
208,8.05152624914456
209,7.926965935964914
210,8.043402973793086
211,8.453397612303872
212,8.970166229152827
213,9.59790874951738
214,10.526729338184598
215,11.673362405458525
216,12.651993142795327
217,13.068710016327977
218,12.726267274969405
219,11.832335161782977
220,10.564748362025812
221,9.487404149128583
222,8.479872353273462
223,7.972752589801495
224,7.8814696404999935
225,8.065081609334246
226,8.166756690372448
227,8.183849289124177
228,8.272924240796309
229,8.533220570533581
230,9.18317843191877
231,9.915651009634017
232,10.53012766279347
233,11.189414184782114
234,11.974454628113147
235,12.588420388990569
236,12.599825079790138
237,12.058498176143654
238,10.914848442544297
239,9.937645895660204
240,9.709102186144008
241,9.330956491541855
242,9.171035263613582
243,8.903790405610666
244,8.446216677426662
245,8.016082375353687
246,7.772381982812165
247,7.904845847301617
248,8.321340705110789
249,9.218452483460052
250,10.411701334723642
251,11.644632735194488
252,12.757443149640228
253,13.664160645475402
254,14.059239092522972
255,13.702004322336073
256,12.356137209193344
257,10.60095720452353
258,9.045591633901335
259,7.6407642461339025
260,6.547083126486688
261,6.190178105168391
262,6.507126012959329
263,7.102822775876825
264,7.9420998696097485
265,8.843082604242763
266,9.621721148534608
267,10.407899030074296
268,11.081153318187404
269,11.502304796468623
270,11.817315126964425
271,12.09859170842387
272,12.30928123236919
273,12.150240608502969
274,11.34797210181964
275,10.496357378297164
276,9.84869728790234
277,9.274853714932327
278,8.92493718879876
279,8.827536508739684
280,8.869665396623454
281,8.729061786167414
282,8.575593626840236
283,8.505211089705053
284,8.478492355683304
285,8.718086551453329
286,9.125730304574232
287,10.148117500586206
288,11.53676052755119
289,12.589878585628364
290,13.33704824124899
291,13.526706344759306
292,12.93473928587411
293,12.00658933859295
294,11.106567516824313
295,9.772833765250038
296,8.458069492151438
297,7.6282485724516205
298,7.308040782891447
299,7.175280017360147
300,7.28828493642865
301,7.727498561981908
302,8.381374127983019
303,8.970715887950146
304,9.627092939975004
305,10.487744648362963
306,11.131661721232447
307,11.350522984099138
308,11.92427171322378
309,12.74598537890766
310,12.891491734349335
311,11.892737268902186
312,10.567330160191199
313,10.127962004442754
314,9.775471256693297
315,9.1507235299589
316,8.91206090146371
317,8.77699680795046
318,8.201701018279996
319,7.906891942207795
320,8.221145075339697
321,8.648556308116698
322,9.19286009919663
323,10.191664473916187
324,11.089701504397143
325,11.919769649018772
326,12.965850933443834
327,13.37504330474881
328,12.686336844479637
329,11.35425300652333
330,10.374754038966977
331,9.29454917085351
332,7.882193659281715
333,7.112785591320392
334,7.492972964140792
335,7.916159000306708
336,8.140620323673485
337,8.38406086407563
338,8.980962294848249
339,9.957158284584413
340,11.090712640697083
341,12.144934846782894
342,12.943382601118541
343,12.910662982684434
344,11.60328146259666
345,10.538306310193288
346,10.660959041620913
347,10.502841029496702
348,9.599751804413886
349,9.139284163285502
350,8.272063333771818
351,7.281784602891367
352,7.0843441130170355
353,7.419328417124584
354,8.418918497523153
355,9.682504710824572
356,10.54928951330451
357,11.815297470733363
358,13.102684306564697
359,13.272047706084406
360,12.492763526960983
361,11.079368073205991
362,9.9061805007921
363,9.236024487401716
364,8.645584860597324
365,8.015771586375205
366,7.213187633286341
367,6.792696406818024
368,6.915064451359494
369,7.821196732486557
370,9.38850225907949
371,11.135564656281451
372,12.415996253395688
373,13.082621395034757
374,14.011653031850136
375,14.257115332598845
376,12.717218501210619
377,11.125334695523318
378,10.147791543798887
379,9.368523250611567
380,8.645907754084115
381,8.355365126096592
382,8.237511519848107
383,7.775655933153972
384,7.422893573440549
385,7.64553964307893
386,8.358500235924023
387,9.212572241284043
388,10.426801671124661
389,11.813350743070075
390,13.163143963624911
391,13.857157603609831
392,13.300772092847936
393,12.050822433659778
394,10.446462146305223
395,9.342970862244421
396,8.361809796063836
397,7.807427851374489
398,7.600862114981077
399,7.421966595503921
400,7.166281602844821
401,7.407575266370615
402,8.22355655421576
403,8.995258185808252
404,9.370327119939425
405,9.755060537407013
406,10.87006327420171
407,12.04659314953551
408,13.14588064391361
409,13.262285881606703
410,12.737149223104053
411,12.182844373608507
412,11.263713843458124
413,10.53241162262474
414,9.671000355359563
415,8.61502381580024
416,8.03993512994653
417,7.742381332260317
418,7.660098501350371
419,7.813329280854157
420,8.027467744248453
421,9.063538488597342
422,10.703081501589795
423,12.541285426493973
424,13.625966240814039
425,13.46150344358144
426,12.221785577804917
427,11.039870367290927
428,9.912855129479231
429,8.90505019529668
430,8.076681615848056
431,7.368486355005793
432,7.400439821586811
433,7.810575882316832
434,7.8773889963975705
435,8.212540613813099
436,8.561722288597121
437,8.955214965527196
438,10.240940451845372
439,11.605045082333586
440,12.852980498900823
441,14.034058814589045
442,13.739252793733531
443,11.729499885591853
444,10.960594084480554
445,10.734842575765914
446,9.482551687546408
447,8.862285864596473
448,8.802778414421903
449,8.220253130828212
450,7.402853866190411
451,7.204604071151906
452,7.416348876785987
453,7.848231282536868
454,9.041002032699085
455,10.556473961749562
456,12.227339869794625
457,13.896993993295109
458,14.325122680024952
459,13.253827880232807
460,11.59634050784848
461,10.462263289143813
462,9.62182958071572
463,8.849992035024723
464,8.42665560140564
465,8.288148348559348
466,8.01943483826723
467,7.57275867301516
468,7.1683754359881116
469,7.351098317600466
470,8.053715102641242
471,9.014452160752063
472,10.26356822218281
473,11.400496664608514
474,12.501441334972444
475,13.696932497727316
476,13.818396373848696
477,12.217512569698638
478,11.588239523924132
479,11.494575036407616
480,10.578395242716182
481,9.355604239805263
482,8.671714544614684
483,8.085035581995108
484,7.707319228737493
485,7.669974589076005
486,7.579879627730905
487,7.749527077918986
488,8.530119865766743
489,9.517151477846292
490,10.869045077773821
491,12.769077269567608
492,14.089087845680833
493,14.016568773357696
494,12.69555263910419
495,11.220800885825426
496,10.259708745035205
497,9.229379025964128
498,8.312378917075515
499,7.757890591074152
500,7.478786040530236
501,7.105619656335431
502,7.141233332997778
503,7.8218475850536535
504,8.597232760566008
505,9.46373808994197
506,10.30755477515141
507,11.10290823480033
508,12.039089639630921
509,13.06124130382926
510,13.21970910532311
511,11.90360347937288
512,11.233725465801914
513,11.417973653662294
514,11.143915241456867
515,10.079658847594418
516,9.251740699340058
517,8.726762316037952
518,8.035295822002755
519,7.423473064487234
520,7.242615848178995
521,7.424416686513391
522,7.990785302791794
523,8.811561442689568
524,9.94330299846297
525,11.312227107294609
526,12.99730754758022
527,14.082876879880319
528,13.885978260191893
529,12.308443138185266
530,11.249059196582147
531,10.36995099588688
532,9.252023509224063
533,8.212595979262172
534,7.794497569406011
535,7.683666005907196
536,7.760807680198615
537,7.775425297954398
538,8.010751178627833
539,8.735062804939243
540,9.120441725091087
541,9.524299520876118
542,10.311558205053975
543,11.538972527146168
544,12.946793026786429
545,13.664611514498134
546,13.046727493204456
547,12.024014553295416
548,11.958476928815251
549,11.364849426248805
550,10.223922593422573
551,9.379120323639302
552,9.062903434435833
553,8.529649931543403
554,7.859219693332511
555,7.640739630142574
556,7.58620246157319
557,8.064529812154708
558,8.760197790051148
559,9.622964147725096
560,10.445413597744896
561,11.351028547130406
562,12.283468097880768
563,12.720145121292733
564,12.154835968881967
565,11.674924740101737
566,10.847252134704044
567,9.298541358976275
568,7.968175735737675
569,7.250351353187095
570,7.277634976704786
571,7.780480193030404
572,8.249889803456902
573,8.519689953543587
574,8.818391207713255
575,9.341427929446432
576,10.134691513862899
577,11.10015625718643
578,11.843204087424372
579,12.63449252666784
580,13.282475807930004
581,12.692433582936264
582,11.474983116952142
583,11.15503894124987
584,10.788712875150276
585,9.805051734762047
586,8.959905668996623
587,8.305307795670227
588,7.817312845177095
589,7.456534540681932
590,7.304371968921274
591,7.538155611608116
592,8.205580397815526
593,8.829724727299025
594,9.456075931113164
595,10.360586366236701
596,11.98057385039399
597,13.346058423682145
598,13.472568672436292
599,12.676017983851823
600,11.971525830247153
601,11.181219995076987
602,10.170385908246095
603,9.03647871382463
604,8.280645732979151
605,8.042621776291936
606,8.13750495525247
607,8.348940344852354
608,8.598769278417452
609,8.952720572054098
610,9.1373677314798
611,9.30118869780744
612,9.956448431891195
613,10.819243772112852
614,11.899021722154373
615,12.799320442092021
616,12.565486541595092
617,11.328157084392439
618,10.590146963758308
619,10.220687597917804
620,9.536158026979454
621,8.95335519378229
622,8.98626312729056
623,8.970951682840719
624,8.615915739581578
625,8.266856115022744
626,8.329399796612208
627,8.615707949307279
628,9.196340316680892
629,10.016629068331403
630,10.98242311539657
631,11.839069201559665
632,12.136181524511318
633,11.976191024080732
634,11.335725034124074
635,10.779184671721547
636,10.223198305837975
637,9.276327327663585
638,8.656912347257794
639,8.449637861351658
640,8.704947846012686
641,8.824308066569994
642,8.652096942392808
643,8.548574729153888
644,8.844786597764045
645,9.345010138875594
646,10.031716402930893
647,10.98837967580512
648,12.002917624844994
649,12.772647505884674
650,12.277064877373947
651,10.429591941481714
652,9.739173510410998
653,10.3216964233621
654,10.617205039531765
655,10.120360176792044
656,9.330434872903151
657,8.698193915141209
658,8.330642597241871
659,8.310820691769225
660,8.441321056094461
661,8.862836047023972
662,9.346491140495182
663,9.752091167918453
664,10.294842929893154
665,11.090698678223093
666,12.1863935336373
667,12.605460206929873
668,12.473861646806258
669,11.926331123360631
670,11.03922289003123
671,9.930829931375618
672,8.913559200974943
673,8.210658741894628
674,8.041437504186513
675,8.143590542531987
676,8.356760145990409
677,8.567290629118649
678,8.861946174843895
679,9.094787560534726
680,9.35964140511542
681,9.832761657370769
682,10.392245257934073
683,10.804885563085165
684,10.958823723236522
685,11.28695827972422
686,11.929866466156453
687,11.839441779643563
688,10.832685996356513
689,10.206118133631154
690,10.209609241438617
691,9.998739536502836
692,9.669198585521558
693,9.758282238603442
694,9.748396220526825
695,9.51218215667673
696,9.04332698711804
697,8.64800348480628
698,8.326868845273316
699,8.190290187904719
700,8.575723385461586
701,9.477429353282274
702,10.473952597973078
703,11.429817962175722
704,12.602920337417066
705,13.316474319799786
706,13.269563650264626
707,12.128506605197838
708,10.867398307937695
709,9.572134471502977
710,8.430233754298918
711,7.5382897551308625
712,7.236841067611386
713,7.48517472660877
714,8.08211345421339
715,8.72049233784656
716,9.294082017680793
717,9.920210523163004
718,10.198593087054064
719,10.401754728737174
720,10.613432292777153
721,10.562525213723896
722,10.487634861776359
723,10.971261479381756
724,11.394112793878518
725,11.205663644348435
726,10.47173625018967
727,9.812417629602455
728,9.932420441783838
729,9.858650610742398
730,9.323163532059423
731,9.024393386012518
732,9.05932776443678
733,9.03817921351069
734,8.91475851725686
735,8.881995192486574
736,9.107437589176634
737,9.29855123000635
738,9.616996605866929
739,10.401311388108352
740,11.464207672416027
741,12.32256211106914
742,12.525156771770366
743,12.115762749903935
744,11.260824051943493
745,10.933249162767456
746,11.098011805127873
747,10.351314538143459
748,8.711616135092479
749,7.910291868422732
750,7.995503055353628
751,8.43509628833051
752,8.639379867667758
753,8.592758995303178
754,8.674989903243103
755,8.929151290392177
756,9.327006430076382
757,9.854016458697654
758,10.358886750334701
759,10.89679137660038
760,11.782229356806287
761,12.46795327227613
762,12.098673036672169
763,11.147569215800214
764,10.89219815137787
765,10.72390437797781
766,10.12111849097233
767,9.253455362928912
768,8.952234935282805
769,8.852585032671561
770,8.52471757639626
771,8.232132680824297
772,8.33693363159969
773,8.673183635860285
774,9.116984240539772
775,9.760573494279372
776,10.480651328948786
777,11.006125134240769
778,11.53465231809317
779,12.034580316573798
780,12.334930235615497
781,12.200654093207323
782,11.550546294144318
783,10.670793316266568
784,9.735222021349395
785,9.042511111848357
786,8.78813769901502
787,8.903679389606694
788,9.026997212224956
789,8.778043457180873
790,8.45294482316561
791,8.386643813999246
792,8.490692768760727
793,8.652586534637598
794,8.925802984944225
795,9.478472013552357
796,10.126579974416215
797,10.700742685468967
798,11.564182232155423
799,12.234506793286839
800,12.361919602639599
801,11.709883564083619
802,10.787489353143908
803,10.26380064088313
804,9.955341775635615
805,9.504729606690066
806,8.940184300967829
807,8.788313302040976
808,8.962724355714343
809,9.126691884708304
810,9.206710281342103
811,9.084805074811557
812,8.88202514879803
813,8.899426109460826
814,9.187376735847371
815,9.568664953577692
816,10.097027692989613
817,10.801197220821411
818,11.80875049355901
819,12.481124333516581
820,12.41123501574096
821,11.605978313239627
822,10.756808295096196
823,10.32755056485009
824,9.505950721662254
825,8.767825797572213
826,8.350567652984408
827,8.321608923612905
828,8.420426874464049
829,8.584850817515942
830,8.75638602981483
831,8.760280220396055
832,8.79498337662075
833,9.274905119490963
834,10.104131963814948
835,10.885389753655895
836,11.610994026090232
837,12.458280460204895
838,12.93322658510021
839,12.439855964722442
840,11.158975019433624
841,10.234312175318168
842,9.825562568891257
843,9.296366074820389
844,8.812972694276061
845,8.677020635053633
846,8.687925410756826
847,8.859031021135268
848,9.143266115022644
849,9.203117337660867
850,9.188698788112646
851,9.047605003065563
852,9.274143774587378
853,10.115319870854906
854,11.002711542342304
855,11.911085767444929
856,12.626195215253322
857,12.460574605915252
858,11.458233741610412
859,10.534783556437588
860,9.61553592298257
861,8.913032017306973
862,8.24333162962855
863,7.9133391630996615
864,7.846392690685668
865,7.999149823394733
866,8.388676893486686
867,8.966505292257558
868,9.419008659920419
869,9.90400342305587
870,10.462638145394102
871,10.903201040911771
872,11.290487100087475
873,12.067598833960854
874,12.712786220669058
875,12.115733579478347
876,10.720248788348659
877,10.086865770267494
878,9.897436240682017
879,9.49992748035467
880,9.021927281496026
881,8.804897020253843
882,8.46391574331738
883,8.231332647715277
884,8.35145798730773
885,8.668563817639413
886,8.994035830752052
887,9.42033052107505
888,10.232269375907862
889,11.2967711188719
890,12.480272641203639
891,13.09407537665301
892,12.905186150934146
893,11.811555782648162
894,11.222000317508442
895,10.656133506945379
896,9.225054442299959
897,7.81394092309288
898,7.1357747006377625
899,7.174339313362715
900,7.809970968730408
901,8.756526619524248
902,9.53432340586684
903,9.793505413675154
904,9.864973295327214
905,10.127843268436326
906,10.581226379448031
907,11.119707205715986
908,11.660616259811272
909,12.149503711565604
910,11.964131931561583
911,11.181340428277784
912,11.142835269434313
913,10.928923189421065
914,10.073830127061052
915,9.163386757697797
916,8.457556431434798
917,8.241946504576912
918,8.421144442252086
919,9.04744805242673
920,9.602828309513981
921,9.731866328127627
922,9.745030753675165
923,10.096770278693366
924,10.674039069707176
925,11.366790765938372
926,12.012934003064675
927,12.044655726466136
928,11.042646288668886
929,10.03224121740869
930,9.201573107790715
931,8.496349340485844
932,8.057536845539293
933,8.069409544150362
934,8.424782884066559
935,8.741740186102502
936,8.783495362518357
937,8.975817788995874
938,9.33989658860916
939,9.775555102599794
940,10.330051468141384
941,10.948409172520135
942,11.433318510987561
943,11.831223529946694
944,11.892475061833055
945,11.441776500269157
946,10.432029287537324
947,10.114397443508375
948,10.21634825364566
949,10.014454391026435
950,9.64418703554923
951,9.309688571176913
952,8.856763421078549
953,8.654037175624913
954,8.73359977748251
955,8.953681454002156
956,8.846307821331681
957,8.919646200893121
958,9.593461512242017
959,10.541769053244199
960,11.455594614791357
961,12.327902925028086
962,12.625473361043666
963,12.259778716363728
964,11.185571607796163
965,10.403205701894016
966,9.83474242284833
967,9.117519025467406
968,8.369839817860502
969,7.94632391426985
970,7.940224635025431
971,8.092591948958457
972,8.380683559908851
973,8.91541990699749
974,9.572978295748998
975,10.294382628178873
976,11.062065020027543
977,11.472936255873979
978,11.580443542667995
979,11.631566703551403
980,11.566061856940266
981,11.091773456223699
982,10.381760318200122
983,10.238057586930314
984,9.941428490916067
985,9.495348037626101
986,9.100941791123144
