,abs_acc
0,9.976004043271066
1,9.987935854079181
2,9.889911635915603
3,9.801304012284682
4,9.795721867230855
5,9.86440950996485
6,9.869061946212044
7,9.829455941802756
8,9.947589856126536
9,10.045900024621199
10,10.094617635267431
11,10.003827349224666
12,9.951039245360455
13,9.956665873270769
14,9.954595483611053
15,9.882705135116494
16,9.863708680022713
17,9.93344001729993
18,9.967431616353387
19,9.908935259432145
20,9.896156400600733
21,9.912553160213124
22,9.955709277111731
23,9.949774617047629
24,9.978634242412475
25,9.932998040119234
26,9.847976950036768
27,9.84556682812497
28,9.749056493087238
29,9.810406731219967
30,9.714273726976332
31,9.683677623420744
32,9.939925991526975
33,10.26001051697878
34,10.433026144865
35,9.777932845570184
36,9.58372874688601
37,9.511976390479113
38,9.489172438296716
39,9.634210520701254
40,9.700452118492978
41,9.68477981021279
42,9.962356032362006
43,10.527693767511916
44,10.942819805697981
45,11.473745954977721
46,11.575187100552501
47,11.110353407630564
48,10.950151187184366
49,10.984282261059237
50,10.910655068032973
51,10.681463842036047
52,11.509246818233677
53,11.574650907793878
54,9.26104569823238
55,7.976088641683932
56,7.79830714329025
57,8.004045242145915
58,9.106249486853805
59,10.247489676245927
60,9.828951408303894
61,9.319442540933712
62,9.361763525322955
63,9.742827397550602
64,9.81131232775348
65,10.160620868098377
66,10.886928265897875
67,11.363180919073713
68,11.293103274126093
69,11.437903542349263
70,11.365907791951908
71,10.473082409258394
72,11.548234527019895
73,12.769134792523934
74,11.087937902649516
75,9.044449040519185
76,8.405786811209571
77,8.23251350443577
78,7.809709999586209
79,7.9142179240737365
80,8.417661415478738
81,9.271952547179941
82,9.684863893565701
83,9.931748577293343
84,10.304072685007046
85,10.49969627257326
86,11.069567416172571
87,11.809411020179624
88,13.250943860673004
89,12.527294166580068
90,12.031060472036177
91,11.37002183158913
92,8.59189236531699
93,6.939647592415099
94,8.301796107377482
95,8.977938956775663
96,7.936994877141436
97,7.947985985807471
98,8.612961335774537
99,9.712874753599468
100,10.653849031966498
101,10.633898588579562
102,10.883500538248521
103,11.16691939339361
104,10.706298872550125
105,10.769040744652276
106,10.965636079898221
107,10.261244039040937
108,12.701241572457747
109,13.66734222058848
110,10.057596852697497
111,8.144088020726706
112,8.95154772212078
113,9.251318973904397
114,8.515165864150806
115,8.546758928189673
116,9.139845363849556
117,9.488993522137287
118,9.60928730834225
119,9.709807645229127
120,10.322483855961389
121,10.767769013447081
122,10.698598569029398
123,12.001516861051202
124,12.129590082149033
125,12.237420310878813
126,11.053357034312961
127,8.171132789682428
128,7.530390099137926
129,8.79573857680225
130,8.731496619501051
131,7.9340250700047985
132,8.105542040838062
133,8.891145735218153
134,9.991546117438368
135,10.531207932866064
136,10.444853474490728
137,10.477334200331152
138,10.717648955724705
139,11.12243024662129
140,11.977219565580084
141,11.727083128401638
142,11.74865015959493
143,13.501774333060581
144,12.233982509986898
145,8.879727648623263
146,8.265885044539933
147,8.85527001902361
148,8.279101205478998
149,7.955123399353353
150,8.454238093537422
151,9.178527738720389
152,9.425966092564183
153,9.822935085959255
154,10.28156913799039
155,10.691209191892073
156,11.285662400521801
157,11.936204628075258
158,12.8846555086258
159,11.862776494465905
160,12.235550908534632
161,10.541508570704181
162,7.450343924754218
163,6.9103462599908045
164,8.807863287412104
165,9.342188368152579
166,8.23589302089296
167,8.001600739351852
168,8.540495006653348
169,9.173425756174899
170,9.631820444800647
171,9.679151974359888
172,9.939065380903823
173,10.268776046020797
174,10.811724179796306
175,12.268054001920266
176,12.699876090875524
177,13.9640011200481
178,14.768343967456735
179,10.555851329776797
180,8.430892590744236
181,9.457044913237437
182,9.453459336633479
183,8.525261022570351
184,8.385577690420526
185,9.041339251507152
186,9.839156393894884
187,10.164889585659354
188,10.11131917624117
189,10.063869104488722
190,9.869252891748477
191,10.062373936323663
192,11.302790715810122
193,12.255520493441422
194,11.745211606090404
195,11.335454787077266
196,9.553601181515669
197,7.724403828113317
198,7.398507210511348
199,8.598788298290645
200,9.357807994961089
201,9.070623846700748
202,9.21949576492883
203,9.823778481853337
204,10.0460516018951
205,10.327763057296117
206,10.566087941806217
207,10.938878373797225
208,11.163792415305998
209,11.882879543061446
210,11.255479770469437
211,10.159665133339505
212,11.61232555740263
213,10.466138731574256
214,8.583872355577777
215,8.788950623280726
216,9.690052513532214
217,9.340116787307078
218,9.279191858334416
219,9.682857010700431
220,9.86348573426611
221,9.789276817312903
222,9.719433460546481
223,9.662350739104163
224,9.74096611204978
225,10.109215358775575
226,10.399991304524791
227,11.248548442989076
228,11.923534080235951
229,13.491394887448518
230,11.273823794161862
231,8.32009349459477
232,8.38721722805146
233,9.00279178059757
234,8.387766876817805
235,7.8039480863712605
236,8.0977303722376
237,8.934190940651742
238,9.42975224949005
239,9.795710337583047
240,10.465330438122738
241,11.21710503952724
242,11.116787888749174
243,10.84941683822635
244,11.278932783905411
245,11.521128605212377
246,11.503407999291065
247,12.45283139468391
248,10.21014785952355
249,8.14242125950401
250,8.126917335009962
251,8.731916541231353
252,8.654297761987067
253,8.47225721057064
254,8.93133118860159
255,9.578777487951193
256,10.093117708358026
257,10.165782750503634
258,10.516005036826103
259,10.960536943878353
260,11.052166223273497
261,12.759748627134206
262,12.836774803941285
263,11.941144266543217
264,10.403258997077256
265,8.644616987690451
266,8.006315056206445
267,10.158437387326199
268,10.736572601856128
269,8.824375974522985
270,8.168542080607528
271,8.319543460048983
272,8.811422196800315
273,9.396023308188498
274,9.957313396675197
275,10.625480752789462
276,11.171350307822976
277,11.441890057245093
278,11.41737927920287
279,10.852771894752681
280,10.512528978682392
281,12.138699288914088
282,11.703929830813692
283,9.021700270967376
284,8.433608606289221
285,8.88219333813444
286,8.421733745707352
287,8.3666438011595
288,9.15624541208021
289,9.72839606556751
290,9.795636201958708
291,9.943176483089298
292,10.184262106303377
293,10.140208877372377
294,10.285549230604142
295,11.179079664932424
296,11.747413295774813
297,11.903333196473373
298,12.468661470267607
299,10.095362201942304
300,8.222647911860061
301,8.767133190579639
302,9.62142534521754
303,9.173918312881606
304,8.51951977937061
305,8.301590050294841
306,8.627142950492397
307,9.305345187490119
308,9.77532265642001
309,10.364706908272268
310,10.604627043103838
311,10.18008854140278
312,10.615752317249784
313,11.32907428940844
314,11.615932790803548
315,13.368118125534094
316,13.566509371356952
317,10.487261772328957
318,8.510670758027873
319,8.36595157724073
320,8.544252252900057
321,8.596647327701897
322,8.657340541582803
323,8.93971838561837
324,9.309892068975408
325,10.013683664759224
326,10.228328703362342
327,10.0860635185385
328,10.290660980927345
329,10.58410739640914
330,11.802719979059974
331,11.274348375055627
332,11.8164095723366
333,10.660529407171214
334,8.740792373653397
335,9.47231329267317
336,10.304343318233709
337,9.373484018004028
338,8.138278769953624
339,8.046422320822995
340,8.552376543789487
341,9.145533654732931
342,9.503717974413858
343,10.113615849553517
344,10.568903095341833
345,10.924577006581327
346,11.559793466900144
347,10.828995332730173
348,11.085166167222972
349,14.75467625655793
350,13.43680005117637
351,10.302368103445755
352,8.88674369536248
353,8.253893631251707
354,7.680273677935563
355,7.771484598804287
356,8.860840046221094
357,9.23246180535817
358,9.603340203354582
359,9.846888854154644
360,9.865964845452321
361,10.218465745646405
362,10.541038401390402
363,10.80671606199367
364,11.607548882630761
365,12.007710343062348
366,12.84366132535433
367,10.886721632173057
368,8.690246100845238
369,8.69060549297883
370,9.565264652205693
371,8.99128305500921
372,7.956773137218803
373,7.727894316481637
374,8.207846966687633
375,9.268399316004052
376,9.880538612189735
377,10.426620969931559
378,11.148695969318219
379,10.929201578153586
380,10.918099720802147
381,11.482277632933858
382,11.300644994521152
383,13.053398815618328
384,13.783921001948107
385,9.840195242060856
386,7.814116110929698
387,8.706162272494394
388,8.385718252203706
389,7.845824396350353
390,8.472677081137311
391,9.122836950135836
392,9.37593136505694
393,9.702636538271987
394,10.045807945897913
395,10.415243678213466
396,10.6802610160295
397,10.625812377755102
398,11.039024471856866
399,12.906508013841384
400,12.765361457798187
401,12.241326351272221
402,10.595092443004562
403,8.433951557424969
404,7.678210936567457
405,8.182732951803464
406,8.608021690053457
407,8.297729368912835
408,8.423669604887072
409,9.167792791969083
410,9.936822218957913
411,9.937809326709987
412,10.25049777421212
413,10.86696714882038
414,10.914850292426909
415,10.339382223629526
416,11.337721850918259
417,11.991506711075628
418,12.40275353370058
419,13.497249320061375
420,11.233214202673713
421,8.618180009612864
422,8.31045398115132
423,8.740929026364348
424,8.022859961880483
425,8.129143394230704
426,9.06484806323103
427,9.469339580609256
428,9.636894783778029
429,9.97653307965786
430,10.15847756139231
431,10.22082114700547
432,10.48802833642263
433,11.078208006147857
434,11.790504565907266
435,11.891196352717522
436,12.399892952884606
437,11.353217759653333
438,8.899132803259851
439,8.429406961858824
440,8.6021609777864
441,8.000547334431978
442,8.29557552682693
443,9.393795338644779
444,9.799273799919286
445,9.420872680885244
446,9.151630898285479
447,9.500695802010988
448,10.221939415104083
449,10.472821524051424
450,10.601013827892258
451,11.31717380473948
452,11.222341138603209
453,10.413300039057408
454,10.224144686572279
455,11.549287651724413
456,10.599526423486243
457,8.964255438332897
458,9.16901422691739
459,10.054776183723538
460,9.68232571071343
461,9.166705819049845
462,9.000882265793534
463,8.868608234503993
464,9.357843990903566
465,9.75300910976947
466,10.029415073936105
467,10.088010902460626
468,10.301003747463206
469,10.591452432340075
470,11.534019244172132
471,12.265587734228205
472,11.602746735555954
473,11.286190618097432
474,10.634330476038246
475,8.853386140360486
476,7.789066051226258
477,7.849563923969132
478,10.000627568958986
479,10.265399620280933
480,9.468910713667222
481,8.898528022641841
482,9.092816856544875
483,9.430138562221732
484,9.53019937207861
485,9.920220552025352
486,10.4035688420414
487,11.043354882938681
488,11.63768399329783
489,12.073227278112105
490,12.28901209353105
491,12.095181141840355
492,11.704086521461516
493,9.81701322713427
494,7.332028349444156
495,6.439835336941049
496,7.04481051382846
497,8.396901874780983
498,9.090450339291204
499,10.405543659537217
500,10.799178552649565
501,10.401243249033001
502,10.268837193450121
503,9.98813889601758
504,10.013318211097264
505,10.200248607266992
506,10.586770059914098
507,11.068321358241338
508,11.531924486960953
509,11.062262284863131
510,11.170232656607627
511,11.45627448993454
512,10.499923741138533
513,8.59938466134136
514,7.954577621558562
515,8.619436146480531
516,9.591713330486417
517,9.531470450479166
518,9.358512916818437
519,9.335591170785674
520,9.042749776039825
521,9.344633656506101
522,10.112924095910207
523,10.758572899684179
524,11.250068655192058
525,11.169903165468101
526,11.020442501128446
527,10.91423522377999
528,10.993665218563704
529,11.516296001535517
530,11.360966892240832
531,8.974670854371743
532,8.630488644149855
533,9.382047831912201
534,9.06142849533885
535,8.75052160417947
536,8.799116050659164
537,9.33082052846922
538,9.917960340648479
539,10.3863192339652
540,10.684337898644635
541,11.05668864941345
542,10.304311680983638
543,9.901935429662736
544,10.529040018588663
545,11.482636888124567
546,11.366565804955705
547,10.488861941982556
548,9.281329334345212
549,8.445943934167552
550,8.46664539386637
551,10.020692082622691
552,10.418412378867629
553,9.427951574940131
554,8.943623913804961
555,9.227421490331553
556,9.508090888071195
557,9.627420382349891
558,9.935093546080413
559,10.647136932810518
560,11.007332011086053
561,11.251547254476572
562,11.803883804355209
563,12.026467077723698
564,12.046071628408093
565,11.249208350086192
566,9.084020467888795
567,7.319407994235541
568,7.509542613657382
569,9.272467235528536
570,10.313224340845156
571,9.271946295890192
572,8.96351106326483
573,8.960998375454006
574,9.568067828919954
575,10.049623595051264
576,10.053511855372696
577,10.149424482492977
578,10.065823189970308
579,10.248738518001682
580,11.361211333745342
581,11.568824123636462
582,11.682800814819274
583,11.541952554352045
584,9.800399338598453
585,8.151042268060825
586,8.31732774481102
587,10.137288465836246
588,10.102375917519964
589,9.119769428638923
590,8.67970604776488
591,8.827572161222168
592,9.374170349137348
593,9.682386721520231
594,10.365406702227009
595,11.138502159772525
596,10.850615810065973
597,10.280420849571831
598,10.75367647584155
599,10.782064812834795
600,11.847565835701426
601,13.071037882919832
602,10.26527452874942
603,8.401585825044458
604,8.728444238102405
605,9.634769859523246
606,8.792336498826256
607,8.646943713066127
608,9.272340726365252
609,9.713236665902857
610,9.958586246077903
611,9.747162007872774
612,9.589238272574544
613,9.662575102293852
614,9.987682489802822
615,10.425492191955941
616,11.617010635344334
617,12.066881261997514
618,12.762562446593503
619,12.266153944623367
620,9.526748756405842
621,7.972856137008119
622,8.745164119633035
623,9.525600985751577
624,8.908292200212813
625,8.077437054738821
626,8.033871474222128
627,8.654958453188204
628,9.107801936193647
629,9.431432630276863
630,10.24444304598589
631,10.709027475656013
632,10.739010655171242
633,10.85872982475853
634,10.548114602962954
635,10.130300131862638
636,12.347205999764507
637,12.551162347471118
638,10.508395635036955
639,9.783553702185962
640,9.387717333324762
641,8.870888156945169
642,7.901854531725896
643,8.158519356431837
644,9.025704285168574
645,9.625084832707609
646,9.982580443024945
647,10.222470917325234
648,10.259777967052088
649,10.52480882010735
650,11.406501661934096
651,11.897728241640651
652,12.302495969876365
653,13.05304616401057
654,10.599664971964868
655,8.127135966896489
656,8.352176809387352
657,10.259265428227376
658,9.582654510729702
659,8.12995581246904
660,8.34931284198658
661,8.885040174628068
662,9.523474064924434
663,9.455474707364333
664,9.553087061705329
665,10.320820078534297
666,10.628863484215403
667,10.882859358613876
668,11.303135696110608
669,11.256224607540075
670,12.396817370861603
671,12.56190086812203
672,10.332291489182207
673,8.505361428048817
674,8.55777571783782
675,9.403550036341704
676,9.031249407208735
677,8.691565846912335
678,8.973847226969326
679,9.151545851639728
680,9.20345428973294
681,9.162730467655559
682,9.423253267379488
683,9.784477226373417
684,10.19412774362747
685,11.285343916510381
686,12.418957432911514
687,12.560129822846427
688,12.789647472687315
689,10.90723199600333
690,8.336871467660998
691,8.238150220630374
692,9.270791592649996
693,9.161924649487597
694,8.137071669119655
695,7.8330190723364845
696,8.734090949356009
697,9.930321083426154
698,10.341230299298715
699,10.413123766157513
700,10.267853493723658
701,10.464889463918665
702,10.961643986789694
703,11.613361281633903
704,11.030812017727639
705,11.608733710108881
706,14.139281546090753
707,11.556950840872684
708,8.357768317932079
709,8.350103806763245
710,9.286644545329398
711,8.759119638512718
712,8.571368998150227
713,8.880101994990717
714,9.357455133135224
715,9.731736269736277
716,9.899818887814732
717,10.165613390718544
718,9.9410630228833
719,9.894967710900985
720,10.090127451973729
721,11.39016502578725
722,12.418015007223088
723,13.469154450419612
724,13.601955688957021
725,10.627236550678868
726,8.200062257546586
727,7.880650318923291
728,8.485077054751155
729,8.450126414152965
730,8.165354891767242
731,8.511791499585584
732,8.902932096147742
733,9.121170394991806
734,9.474703246402647
735,10.260803164127138
736,10.796895010943775
737,10.741602007735532
738,11.325171810277693
739,12.159045257602552
740,10.924465142133478
741,11.339126422624728
742,11.72004967863418
743,9.352455251644184
744,8.443565712584887
745,9.169522520566733
746,9.397960168377562
747,8.85309894775022
748,8.741350592056088
749,9.038701681298408
750,9.502217918511635
751,9.618503866901538
752,9.5721433620439
753,9.967709529883097
754,9.992349145294341
755,10.078395534095716
756,11.319857734668119
757,12.49685093517675
758,12.805199153511344
759,13.143029612047826
760,10.93343174349675
761,8.780061964518547
762,8.682694528681521
763,8.346625949771733
764,7.771754887287046
765,7.285933633510528
766,7.767207332211563
767,8.899617688280667
768,9.893853085194877
769,10.33263662603773
770,10.876783667892909
771,11.490623507441452
772,11.523075434084776
773,10.936306032615375
774,11.401458049112655
775,11.385603196708711
776,10.912274600882897
777,13.46064309767919
778,11.00018119950977
779,8.372863343777894
780,8.670500425571039
781,8.566114191761574
782,8.120490299499494
783,8.009821053396745
784,8.425224243102058
785,9.427011024744333
786,10.233910375239748
787,10.55089263354035
788,10.759416416313558
789,11.05615507257359
790,11.204854386202266
791,11.857527370936
792,12.02928617448487
793,12.294515353057871
794,11.302850029594875
795,9.368164684972902
796,8.978255077103809
797,8.914586000037916
798,8.472729064837555
799,8.073103334285651
800,7.777882480501616
801,8.348724660981734
802,9.13760716161216
803,9.779377847311816
804,10.225255352602518
805,10.747301787298438
806,11.2568361979242
807,11.367977890853455
808,12.196172283189867
809,11.394664910236934
810,10.949224536989757
811,11.509019637289791
812,9.141613624090754
813,7.916111909638037
814,8.715135494638343
815,8.849824678464172
816,8.40302751912842
817,8.344887253475301
818,9.173253617959304
819,9.744062430684561
820,10.308018920302482
821,11.11121937584888
822,11.301302349702755
823,11.43895064710974
