,abs_acc
0,9.956845882978621
1,9.97665658891307
2,9.90119413557666
3,9.801327183609345
4,9.799524428277305
5,9.890853596005478
6,9.867416510074637
7,9.841732276194183
8,9.771730319021904
9,9.648995078416252
10,9.674606927854752
11,9.802695057396923
12,9.765228028524554
13,9.816663976335247
14,9.971977555367133
15,10.07016806199617
16,10.25880823488107
17,10.463042779889834
18,10.297862192094982
19,9.8004981637595
20,9.354571289144385
21,9.017670481168574
22,9.093405293624885
23,9.071406564740945
24,9.010290597364481
25,9.59504195671889
26,10.304739471005172
27,10.348793446713971
28,10.04596408804466
29,9.787848576574893
30,10.148639454450501
31,10.805040514108315
32,11.631815458161084
33,12.187358429996316
34,12.036735758507511
35,11.688297223316471
36,11.485571308323767
37,11.597183661402223
38,11.337480041406055
39,11.023653269965315
40,9.624058450303592
41,8.142178135495383
42,8.023795711565707
43,8.28408879766004
44,8.535193533787881
45,8.563591302089007
46,8.720736387845074
47,8.807789196482055
48,9.347456459450484
49,10.16656177976948
50,10.940861967762382
51,11.796892436013158
52,12.205303629937168
53,12.266210575406022
54,12.994823532884775
55,12.015259612042785
56,10.278089098022974
57,9.636645323075422
58,9.043605215369656
59,8.804487991375845
60,8.978790220489541
61,9.009458300348198
62,8.76372171114851
63,8.366706589941392
64,8.391987983701798
65,8.98018297392194
66,9.708419447421099
67,10.684095852638487
68,11.865542698738004
69,12.486444338313582
70,12.543749169236092
71,11.470235023774844
72,10.265130144628587
73,9.634656900774665
74,8.934805078976042
75,8.388347234339236
76,8.006573331429268
77,7.798723798460693
78,8.025478737361222
79,8.453444686307199
80,8.600901661890415
81,9.585843945399892
82,11.215104703153544
83,12.480422963520946
84,12.871297327575302
85,12.994529149021146
86,12.789935001618472
87,10.999714809322894
88,10.882047472116533
89,10.371205913634427
90,8.581623459542437
91,7.766603148501187
92,8.648263833801497
93,9.311926899562366
94,9.042752028937565
95,8.389457354383048
96,8.588682889905552
97,9.418416939260139
98,10.166958821030816
99,11.163562946713826
100,11.56270478483216
101,12.481713322412883
102,11.757667947702604
103,10.664732135740904
104,10.457400271535702
105,10.222363604811411
106,9.540750280105664
107,8.934867803500044
108,8.53885577038989
109,8.102026343851314
110,7.817718438512046
111,8.097412693686696
112,8.76804063151836
113,10.039144436171377
114,10.977167268227747
115,11.60645586190163
116,12.694388960555752
117,13.370531900704036
118,11.59816606028357
119,9.564235926621816
120,9.956171919670377
121,10.25035473140821
122,9.329527231240684
123,8.751144898650447
124,9.287887914805228
125,9.339985637799952
126,8.6146687864505
127,7.961007177516737
128,8.208717776744118
129,9.058343416331079
130,9.710563095291226
131,10.673357409799683
132,11.86416114454321
133,12.470234010361478
134,12.923219747576315
135,11.616240403788563
136,10.492228751250783
137,10.189553194464679
138,9.618109099399883
139,8.761119249362883
140,8.309113390273136
141,8.369781308945583
142,8.553451930675779
143,8.17965519427868
144,7.918509579361594
145,8.583169081011263
146,9.974254856725219
147,11.668990057583576
148,12.271346660216977
149,12.952641522313845
150,13.8187031791013
151,11.808830536643969
152,9.85146997517826
153,9.717533257927366
154,9.005221364489454
155,8.60369556229237
156,8.722325258562174
157,9.623918759572282
158,9.555952474787949
159,8.57930011732175
160,8.214107132545424
161,8.999678152704496
162,10.033345273337458
163,10.578792753739236
164,11.431478735340779
165,11.906256521956355
166,12.580848556347327
167,12.609462931693676
168,11.101415471568096
169,9.961118082447518
170,9.667986409365042
171,9.167198435749793
172,8.684857425440851
173,8.306513517040417
174,8.098613842311629
175,7.960963151340664
176,8.201412573434729
177,8.917879522325691
178,9.836069076576958
179,10.898170121262645
180,11.484604730765659
181,11.739399599300713
182,12.54291036252644
183,12.306207080357664
184,10.137794985388206
185,10.083260235155727
186,9.901364861306941
187,9.175904047221257
188,8.986664554858793
189,9.616508708024682
190,9.084370642979463
191,8.20236461227812
192,8.016550526739106
193,8.628090501969373
194,9.733959417538998
195,10.34530248595203
196,10.885769995820976
197,11.556192193719298
198,11.813447902797957
199,12.441844393024498
200,11.662468411918073
201,11.116858722415948
202,10.829472341027481
203,9.954801704097157
204,9.131975873136232
205,8.515467529258997
206,8.089138128531932
207,7.555403250358713
208,7.114693332967406
209,7.644736952792333
210,9.14159520017427
211,10.508122832106299
212,11.702701201308704
213,12.717204490593202
214,13.205040701020048
215,13.140919373355139
216,11.762245981515383
217,9.827229965023921
218,9.210971785981261
219,9.7406458736559
220,9.726763313454992
221,8.999465393365327
222,8.20995276785212
223,8.136313965035045
224,8.109458517890783
225,7.969641982219692
226,8.409776766794614
227,9.111945595554392
228,9.77383465733546
229,10.337430901584879
230,10.711450488373718
231,11.481132013045247
232,13.181719951207638
233,14.233894611083182
234,13.109971449056134
235,11.236781710987632
236,9.825056130931312
237,8.950588964096308
238,8.31659521867614
239,8.314690186880867
240,8.070578060101552
241,7.687664507346192
242,7.460342563414812
243,7.790213117063608
244,8.939585731684216
245,9.877110769194108
246,10.896019845633498
247,12.311705823789884
248,13.904923896483053
249,14.15847937704994
250,11.501461786573024
251,10.515968984690465
252,10.67232444198534
253,9.694170615139369
254,8.877583476021599
255,8.260268513455998
256,7.547938389066618
257,7.455072396515687
258,7.626797830897682
259,7.974498126179513
260,9.21599624597565
261,10.577696850342905
262,11.416421851485934
263,12.388163393776331
264,12.773804529531912
265,12.810194055940201
266,13.22772939210443
267,12.60493426889912
268,10.680246539617885
269,9.261367570292986
270,8.341352691205845
271,7.665839363895064
272,7.244311158629919
273,7.177164829969431
274,7.6169888302193725
275,8.454751320142906
276,8.770718003835814
277,9.012056800272317
278,9.865923222951363
279,11.168853584634329
280,12.067343703844926
281,12.801041795038044
282,13.45257727096082
283,12.35058408332031
284,11.310613777169388
285,11.293167545128611
286,10.199957578449553
287,8.502387724577014
288,8.206387139814238
289,7.88444596217761
290,7.459750279170099
291,7.622420298925816
292,8.207334611120514
293,8.868933357527425
294,10.052102327220828
295,11.249311281567657
296,12.125369539758767
297,12.36748458349838
298,12.690770429144532
299,12.603252198634891
300,11.402068476617764
301,10.145873729003334
302,8.966451803114854
303,8.70167902798624
304,8.62066758774931
305,8.634744321142872
306,8.27374044797023
307,8.001868716624962
308,8.102634488321039
309,8.453559252356149
310,8.826507732670894
311,9.264140461660553
312,10.118281285581705
313,11.303494342460048
314,12.181798929143532
315,13.095838547044274
316,13.369329510868893
317,11.77359409476989
318,11.007559631567775
319,10.64064181900134
320,9.97257825558213
321,9.085774653734711
322,8.45099276808241
323,8.31656646066914
324,7.848925678518689
325,7.677684164378513
326,7.803602319783587
327,8.345369644388317
328,9.258322567672868
329,10.425922532455962
330,11.48767401747239
331,12.200728900983085
332,12.558949772565223
333,12.810254769167646
334,12.825443773067372
335,11.236888137920035
336,10.016651821072946
337,8.935351129319377
338,8.67071530731518
339,8.575096764692134
340,8.277146008334663
341,7.963553649309841
342,7.906082328204382
343,8.408933335940368
344,9.075577812478565
345,9.805662636422362
346,10.90459628923498
347,11.892933038566195
348,12.684187779510035
349,13.149103412406493
350,12.056615823609386
351,10.499503030809246
352,10.581952670984514
353,10.234928920355955
354,8.986851164204266
355,7.935202409353656
356,7.577408530309936
357,7.7280855431670625
358,8.50113221539036
359,9.262411383953298
360,10.257459682952097
361,11.509389800807977
362,12.032770191059438
363,11.98363840687377
364,11.395264510347273
365,10.667744191480187
366,9.853182474575936
367,9.151949513610301
368,8.442061181363648
369,8.026539532586783
370,8.003850373843155
371,8.290015069240235
372,8.749239293787891
373,9.13659348111385
374,9.672743415244328
375,10.089085670498678
376,10.592262491026153
377,11.5723375432025
378,13.081181667917376
379,12.796366797860914
380,11.690585310598985
381,12.192269467342634
382,11.381151783545043
383,9.380925798233156
384,7.958601207428866
385,7.858344015950924
386,7.787974517812595
387,7.418677961172133
388,7.733682226414555
389,8.349103313778865
390,9.21721518448328
391,11.01990998643705
392,11.920513157281245
393,12.376327925496698
394,13.552982401147995
395,12.415697256369457
396,10.559494371422456
397,8.988362194958867
398,8.64600603016622
399,8.733379636452224
400,9.12687492240485
401,9.010336039106045
402,8.48102475505875
403,7.900592306333654
404,7.955597972630325
405,9.21556638732638
406,10.811830242144184
407,11.992436076105339
408,12.991141298491327
409,13.773090993430516
410,12.38079695580587
411,10.752723090763707
412,9.414863878356293
413,8.394281589596414
414,8.233068628705277
415,8.457928964058365
416,9.191317890906765
417,9.530374538557943
418,9.433788867072069
419,9.604266759289679
420,10.190182245799601
421,11.01262216913288
422,11.95387196243236
423,12.705615715798048
424,12.907626836247884
425,11.869182603959347
426,10.939037572069195
427,9.524691655337646
428,9.239703844889597
429,8.531175774581797
430,8.045800718037357
431,8.131596748273031
432,8.057397310715487
433,8.415928614419805
434,9.192102433406921
435,9.65044120907895
436,10.260844375089805
437,11.1894997969291
438,12.544144619955842
439,13.18548481861932
440,11.731849571463053
441,9.679914697083264
442,10.104271655862107
443,10.890509351205324
444,10.169002240117681
445,9.03178283709852
446,8.267234877088574
447,7.971828862997078
448,7.993023907575831
449,8.266839019619834
450,8.959569061058994
451,10.398044566889421
452,11.660953606556241
453,12.461629398021708
454,12.621252077082467
455,12.157228899441842
456,11.621924173344148
457,10.0955668633038
458,8.930100692672559
459,8.05157795528129
460,7.043145125926598
461,7.2280135429874335
462,7.7397259141477734
463,8.538831393068788
464,9.60312046511266
465,10.368305348775698
466,10.615280271775754
467,11.289915166424866
468,12.094155080680174
469,13.120064125733878
470,12.170184465439743
471,11.34015481095838
472,11.181028629167425
473,10.487597000793993
474,9.450877818375469
475,8.130651152201875
476,6.917915287958608
477,6.948554861892014
478,8.004026219879018
479,9.167617893851748
480,10.345788838012878
481,11.312029479609306
482,12.449287923825887
483,12.858142913934806
484,12.518621684984668
485,11.239105133188458
486,9.837063045497446
487,8.644280861075988
488,8.385904155798272
489,8.053494720186864
490,8.05998010010084
491,8.062589731568018
492,8.67712100198578
493,9.646025855406219
494,10.000187624777368
495,10.236542013974645
496,10.771787830552816
497,11.5690182772045
498,12.474254432991772
499,12.092145301219297
500,11.57231364410703
501,11.999648352835871
502,11.394419431827297
503,10.24753318410501
504,8.861409555158078
505,7.923582267006212
506,7.6012470235346665
507,7.715403348529155
508,8.223417780507354
509,9.124305189809705
