,time,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z,linacce_x,linacce_y,linacce_z,grav_x,grav_y,grav_z,magnet_x,magnet_y,magnet_z,pos_x,pos_y,pos_z,ori_w,ori_x,ori_y,ori_z,rv_w,rv_x,rv_y,rv_z
0,2153051679343913.0,0.019381166666666668,-0.14878333333333335,-0.14314533333333332,-0.1185773345200458,6.7388881517438834,7.276234060299717,-0.3767723333333333,0.2754775,-0.2252105,0.266295,6.4067913333333335,7.419736499999999,0.5774655566706202,-40.55320513847423,-21.050188046060352,-0.015267666666666667,-0.077628,0.05666083333333333,0.9402726666666666,0.3397615,-0.011477,0.017797666666666666,0.6107644999999999,0.23814216666666665,0.2549251666666667,0.7108218333333335
1,2153051708981567.8,-0.10188316666666668,-0.22601816666666666,-0.137105,0.02436212983442132,6.807378326692984,7.385878609773592,-0.24928150000000002,0.3514953333333333,-0.09322633333333336,0.27941583333333336,6.398388333333334,7.426495333333333,-0.22855013078738465,-40.56740882489927,-20.035185604653876,-0.019471333333333337,-0.07178366666666665,0.05643299999999999,0.9404971666666667,0.33921416666666665,-0.013257333333333335,0.014890833333333332,0.6131201666666667,0.2391373333333333,0.25331149999999997,0.7090335
2,2153051738614136.0,-0.11218266666666667,-0.3295263333333333,-0.13106783333333336,0.12047336082577244,6.900340764023081,7.595085502415774,-0.18194483333333336,0.4588826666666667,0.07573383333333335,0.31609149999999997,6.374568,7.445475833333333,-0.2935119499827063,-41.305313647590374,-21.9084493757597,-0.024071166666666668,-0.065422,0.05630333333333334,0.9410758333333332,0.33759433333333333,-0.016431166666666663,0.0115755,0.6160301666666665,0.2405761666666667,0.25001633333333334,0.7071911666666667
3,2153051768251790.8,-0.037610333333333336,-0.311236,-0.1498921666666667,0.39121638201888337,6.813210101317179,7.419742414894514,0.0393085,0.3762293333333333,-0.12965466666666667,0.3632408333333333,6.362856166666667,7.453347,-1.0537007621757861,-40.39368456053676,-22.127766834684802,-0.02892133333333333,-0.05858599999999999,0.056441166666666674,0.9413851666666667,0.3366226666666667,-0.020342666666666665,0.007958166666666665,0.6189448333333334,0.24300716666666666,0.24684300000000003,0.7049263333333333
4,2153051797899617.8,0.01849366666666667,-0.16334250000000003,-0.18113700000000002,0.5959112311981967,6.700004771701178,7.25590612396194,0.22052666666666668,0.260441,-0.2766258333333333,0.3836166666666667,6.365696166666666,7.449907166666667,-0.5925168728963278,-40.56323977562089,-19.983523339006673,-0.03381900000000001,-0.05122516666666666,0.05671566666666667,0.9413886666666667,0.336519,-0.022831833333333332,0.004455333333333334,0.6214826666666666,0.24487433333333333,0.2453505,0.7025653333333333
5,2153051827532186.0,0.08081300000000001,-0.06711833333333334,-0.24221283333333332,0.7085593187408286,6.629666475657591,7.083962042240356,0.33859816666666664,0.183797,-0.44645966666666664,0.36562466666666665,6.3828214999999995,7.436138166666667,0.055886058634126275,-41.060191748206506,-21.19605785629891,-0.0386195,-0.0433265,0.05696983333333333,0.9411325,0.3372391666666667,-0.023167666666666666,0.001021,0.6237545,0.245742,0.24591266666666664,0.7000476666666665
6,2153051857154582.0,0.11258950000000001,-0.1427485,-0.29778566666666667,0.6245751536432481,6.786755721083366,6.842001562862923,0.2725503333333333,0.3316613333333333,-0.6640308333333333,0.337956,6.410724833333333,7.413406500000001,0.08419031869344806,-40.6621546373869,-21.480883198299228,-0.043176,-0.034838666666666664,0.057035833333333334,0.9406178333333334,0.33865933333333337,-0.023130666666666664,-0.003309833333333333,0.6265988333333333,0.2469455,0.24706083333333337,0.6966711666666668
7,2153051886782064.0,0.08915183333333333,-0.19903066666666666,-0.22232816666666663,0.7204228947552703,7.027764244921559,6.3555047929622,0.4135836666666666,0.532655,-1.1458393333333332,0.3308638333333333,6.443018333333334,7.385683,0.3595076956599034,-40.38363690786386,-21.094475780442874,-0.04748683333333333,-0.025521166666666668,0.056801,0.9399713333333334,0.3402966666666667,-0.024235999999999997,-0.007929166666666666,0.6294478333333332,0.24923116666666667,0.24762516666666667,0.6930793333333334
8,2153051916409546.0,-0.12655883333333331,-0.16405483333333334,-0.13977316666666667,1.0670395942070108,7.021066304984733,6.213960618888282,0.7378109999999999,0.5101411666666666,-1.2127186666666667,0.3418695,6.4461305,7.382465833333334,1.3143848991438523,-41.675171297031,-20.52027461429883,-0.05144300000000001,-0.014997833333333335,0.0561335,0.9399509999999999,0.34014266666666665,-0.025796666666666673,-0.011322666666666667,0.6317166666666668,0.25064216666666667,0.24653,0.690894
9,2153051946037028.0,-0.2984263333333333,-0.31212866666666667,-0.12219483333333332,1.1006996094809673,7.039265539645399,6.753232368574331,0.7119728333333334,0.5882033333333333,-0.7025158333333335,0.37516483333333334,6.399017166666666,7.421688833333334,0.40302567546910045,-40.39178379402722,-20.41991908801932,-0.0547455,-0.003192500000000001,0.0549715,0.9410126666666666,0.3368875,-0.028165333333333334,-0.014336666666666664,0.6346095,0.2507263333333334,0.2423483333333334,0.6896886666666666
