,time,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z,linacce_x,linacce_y,linacce_z,grav_x,grav_y,grav_z,magnet_x,magnet_y,magnet_z,pos_x,pos_y,pos_z,ori_w,ori_x,ori_y,ori_z,rv_w,rv_x,rv_y,rv_z
0,2315364897592484.5,-0.004349,-0.002294,-0.0062155,0.03720910876825096,5.436245033096834,8.292458497614733,0.038440999999999996,-0.020776,0.033229,-0.0035065000000000005,5.406025499999999,8.1820085,-12.028319351622423,-30.11020694124431,-32.34765676018733,0.0024028333333333336,0.002273666666666667,-0.003909,0.9587898333333332,0.28407716666666666,-0.0027278333333333334,-0.0038490000000000004,0.07217816666666665,0.021877333333333332,-0.28697616666666664,-0.9549653333333333
1,2315364927219966.5,-0.00044,-0.0054905,-0.010478,0.002039132012821354,5.455591688317329,8.294554189205668,0.0049475000000000005,0.001668333333333333,0.03445833333333333,-0.0033343333333333332,5.4041239999999995,8.183264333333334,-11.144862773954273,-30.457490357403188,-32.056333083806294,0.0023995,0.002279,-0.003908166666666667,0.9588035,0.2840296666666667,-0.0027605000000000004,-0.003991166666666666,0.07215133333333333,0.021851166666666668,-0.28686616666666664,-0.9550001666666666
2,2315364956847448.5,0.0082625,0.0026754999999999995,-0.008524499999999999,-0.0010271491259342194,5.454567251899892,8.255171841602438,0.0011511666666666673,-0.0026704999999999993,-0.0073693333333333345,-0.004022666666666667,5.405384499999999,8.182431666666666,-11.848917086444162,-29.920642139878964,-32.53025232269099,0.0023964999999999998,0.0022831666666666664,-0.003907333333333334,0.9587771666666667,0.28411500000000006,-0.0027903333333333335,-0.004143333333333333,0.07201316666666667,0.021852,-0.28694,-0.9549884999999999
3,2315364986474930.5,0.003825,0.003919,-0.009592999999999999,-0.024451608259805593,5.445895535214883,8.226861220796676,-0.015671166666666667,-0.010040833333333334,-0.0340355,-0.007515833333333334,5.406776999999999,8.181509333333333,-11.942103213740717,-30.02038712065865,-32.84861541359401,0.0023929999999999997,0.002287833333333333,-0.003906333333333334,0.9587508333333332,0.2842035,-0.002675,-0.004239,0.07194066666666668,0.022022666666666666,-0.2870093333333334,-0.9549699999999999
4,2315365016107498.5,-0.0055875,-0.012242666666666667,-0.006215333333333334,-0.0030447643145903834,5.497568094049093,8.194995333356296,0.004630166666666667,0.04243483333333334,-0.060273,-0.007569666666666666,5.408276,8.1805185,-11.479434290252755,-29.937575794864557,-31.86987544759333,0.002389,0.0022928333333333334,-0.003906,0.9587523333333333,0.2841956666666667,-0.0027311666666666665,-0.004392666666666667,0.07183083333333333,0.021999333333333333,-0.28709900000000005,-0.9549511666666667
5,2315365045740067.5,-0.008962,-0.0022965,-0.004974166666666667,0.03227746187914377,5.480462346226926,8.221662125942386,0.04085216666666667,0.019278166666666666,-0.029314333333333328,-0.005107833333333333,5.408618333333334,8.180294000000002,-11.955898851724235,-30.174671057254272,-31.510183568391383,0.002386,0.0023005,-0.003906166666666667,0.9587816666666665,0.28409449999999997,-0.002832333333333334,-0.0044855,0.071812,0.021865166666666668,-0.287129,-0.9549465
6,2315365075357376.5,-0.004522,0.0124385,-0.009943666666666668,-0.02594138839125625,5.443701235806803,8.23874749882936,-0.023865333333333332,-0.011915833333333334,-0.015127,-0.00741,5.407503666666667,8.181028666666668,-12.547742058648836,-30.74686574577362,-31.26354940432695,0.002383,0.0023145,-0.0039078333333333335,0.9588045,0.284016,-0.002750166666666667,-0.004593166666666666,0.07175550000000001,0.021964666666666664,-0.28705633333333336,-0.9549706666666667
7,2315365104989945.0,-0.002925,0.016700833333333335,0.0003534999999999999,-0.03291829565225197,5.474432791790697,8.297951881518792,-0.018585666666666664,0.019123666666666664,0.04720766666666667,-0.013924,5.406366666666667,8.181772,-11.633972792325075,-30.2569906857175,-31.62008266159121,0.0023789999999999996,0.0023309999999999997,-0.003909666666666666,0.9588155,0.28398199999999996,-0.0024846666666666663,-0.0045780000000000005,0.071757,0.022305500000000002,-0.28696416666666674,-0.9549908333333335
8,2315365134617427.5,-0.007894,-0.004786166666666667,-0.0042595,-0.01067593764513737,5.449915719134786,8.282963266752208,0.005891666666666667,-0.0058755,0.022698833333333335,-0.015143833333333334,5.404367333333333,8.183090666666667,-11.292353844633721,-29.744624274651546,-31.19130472139253,0.002374333333333333,0.002348,-0.003907666666666667,0.9588341666666667,0.28392,-0.0024088333333333336,-0.00457,0.07174166666666666,0.022356,-0.28684266666666675,-0.955027
9,2315365164239823.5,-0.011451499999999998,-0.005137,-0.0063905,-0.007810976132331987,5.43209954192699,8.289826818478314,0.008153833333333332,-0.017200833333333332,0.029864500000000002,-0.014123833333333334,5.400899666666667,8.185381333333334,-12.162814973764105,-29.99459997459607,-32.17573607150444,0.0023695,0.0023646666666666664,-0.003903333333333333,0.9588709999999999,0.28379249999999995,-0.0024975,-0.004682666666666667,0.07163649999999998,0.022253666666666668,-0.28664716666666673,-0.9550961666666665
